sepal_length,sepal_width,petal_length,petal_width,species
5.66,2.9,2.55,1.7,versicolor
7.17,2.92,1.01,1.29,versicolor
4.7,3.45,4.06,1.37,setosa
4.51,3.51,3.32,1.89,versicolor
6.98,2.93,2.04,0.76,versicolor
5.63,3.44,1.18,1.07,versicolor
5.26,3.14,3.69,2.18,setosa
6.63,3.03,5.16,1.08,virginica
5.32,3.36,4.58,0.44,versicolor
7.26,3.03,3.79,0.8,setosa
6.34,3.82,4.42,0.64,setosa
5.41,2.42,3.66,1.41,virginica
7.53,2.79,1.56,0.66,versicolor
5.32,2.95,1.57,1.36,setosa
6.39,3.18,3.4,0.76,setosa
6.04,3.51,3.46,-0.07,setosa
6.84,2.99,4.98,1.38,virginica
7.05,2.43,4.84,1.29,versicolor
5.83,3.34,4.61,1.51,setosa
5.2,3.3,3.28,0.8,setosa
6.17,2.22,1.63,0.73,setosa
5.26,3.0,4.32,1.44,setosa
7.41,2.36,4.49,2.11,versicolor
5.91,2.73,0.12,1.21,versicolor
5.51,2.64,2.45,1.45,setosa
5.95,3.32,2.66,1.01,setosa
4.72,3.05,3.88,0.27,setosa
5.02,2.49,2.49,1.78,virginica
6.76,3.35,3.64,1.75,virginica
5.27,2.43,3.38,1.63,virginica
4.96,3.13,3.46,1.09,setosa
6.23,2.67,2.63,1.56,virginica
6.75,2.85,2.74,1.74,versicolor
6.38,3.2,2.08,2.17,virginica
6.6,3.21,4.27,1.79,setosa
5.19,3.53,4.56,1.24,versicolor
4.66,2.97,2.54,0.42,setosa
7.0,3.12,5.98,1.29,versicolor
5.54,2.82,3.23,1.35,virginica
5.6,3.07,6.0,1.63,virginica
6.86,3.18,2.74,2.01,versicolor
6.24,2.96,0.66,1.14,versicolor
6.16,2.28,4.3,2.46,setosa
7.53,3.13,4.07,0.14,versicolor
5.29,3.15,3.75,1.45,setosa
6.54,2.73,2.74,0.72,versicolor
5.85,2.49,3.65,0.06,versicolor
6.01,3.59,2.93,1.08,virginica
7.02,3.2,3.25,0.33,virginica
6.21,2.91,4.96,1.1,setosa
6.23,2.55,3.98,1.22,setosa
6.66,2.67,4.61,1.87,setosa
5.51,3.52,3.35,0.3,versicolor
5.13,3.06,3.19,1.75,versicolor
4.96,2.78,1.97,1.26,setosa
4.23,3.2,3.14,1.82,versicolor
7.44,2.67,-1.28,0.94,virginica
4.92,3.6,2.81,0.4,versicolor
5.62,3.54,3.58,0.47,virginica
5.58,2.81,4.55,0.42,setosa
6.05,2.75,3.3,1.49,versicolor
6.45,1.95,4.22,2.09,setosa
6.49,2.41,0.43,0.86,virginica
5.33,2.46,3.61,1.58,setosa
5.67,3.05,1.18,0.29,virginica
6.03,2.87,1.89,1.31,virginica
5.6,2.46,3.42,1.6,setosa
7.09,2.89,5.61,0.33,virginica
6.19,3.2,4.26,1.08,setosa
6.39,3.21,3.73,1.63,setosa
6.33,2.24,3.67,-0.56,setosa
6.74,2.95,2.63,2.0,virginica
5.94,2.45,2.88,1.41,virginica
4.76,3.36,4.34,1.63,versicolor
6.12,3.31,1.62,0.95,setosa
5.28,2.64,4.59,0.17,setosa
5.38,2.69,3.12,1.52,setosa
6.27,2.82,4.94,1.15,setosa
6.79,2.1,5.14,1.22,setosa
5.82,3.13,1.19,1.85,setosa
6.05,2.89,2.83,1.66,setosa
7.16,3.39,2.42,2.35,versicolor
5.99,2.56,0.98,1.29,versicolor
7.88,2.75,2.15,0.79,setosa
6.25,2.4,7.36,1.09,setosa
4.39,2.6,4.61,1.45,versicolor
6.4,2.53,6.58,1.81,versicolor
6.1,3.4,4.94,0.32,setosa
6.83,2.72,2.59,1.21,setosa
6.34,3.05,3.13,2.17,versicolor
5.69,2.85,4.58,1.06,versicolor
4.82,2.49,4.36,1.76,setosa
5.63,2.93,2.83,1.5,versicolor
5.12,3.24,1.44,1.77,setosa
5.34,2.52,8.63,0.71,virginica
6.27,3.32,3.49,0.72,setosa
7.14,2.66,3.21,1.21,setosa
6.12,2.81,3.87,0.28,setosa
4.84,3.21,3.34,1.04,versicolor
6.16,2.73,3.88,1.35,setosa
6.76,3.02,5.63,2.27,setosa
5.31,2.87,3.51,1.44,versicolor
5.69,3.05,1.96,1.58,virginica
5.81,2.05,3.46,1.9,virginica
5.17,2.27,3.0,0.62,versicolor
6.32,3.25,5.84,1.1,setosa
5.7,3.41,5.46,2.66,virginica
6.14,2.64,3.86,1.15,virginica
5.09,2.9,1.78,1.87,versicolor
5.45,3.12,1.86,1.78,virginica
6.38,3.28,3.72,0.31,virginica
5.5,2.19,4.2,1.39,versicolor
7.18,2.65,3.14,1.29,virginica
5.48,2.87,2.98,1.4,setosa
5.98,3.28,2.81,0.75,versicolor
6.55,4.0,3.66,0.53,setosa
4.67,2.91,0.13,0.91,setosa
4.39,2.44,2.05,1.14,versicolor
4.58,3.16,2.76,1.91,virginica
6.81,3.53,5.51,2.29,versicolor
5.36,3.04,2.48,2.04,virginica
7.85,2.64,3.97,1.72,setosa
5.35,3.38,4.04,0.6,virginica
5.95,3.27,5.65,0.95,setosa
7.03,2.59,5.59,1.33,setosa
7.4,3.15,3.61,0.82,setosa
7.45,3.4,2.99,1.55,versicolor
6.77,3.47,2.7,1.63,virginica
6.62,2.97,3.34,1.52,virginica
6.27,2.86,3.05,1.82,virginica
6.42,3.49,4.53,0.66,setosa
5.36,2.52,4.33,1.76,versicolor
5.15,3.18,4.59,0.78,virginica
5.8,2.45,5.59,0.64,virginica
5.66,3.43,6.49,1.52,versicolor
5.44,2.9,3.89,1.93,virginica
6.36,3.51,5.35,1.49,versicolor
6.56,3.2,3.17,1.21,versicolor
5.87,2.51,5.48,1.39,virginica
6.98,3.57,5.29,1.28,versicolor
4.89,3.62,5.21,0.52,versicolor
5.65,3.35,3.84,0.45,virginica
5.23,2.7,2.7,1.15,setosa
4.31,2.88,1.61,1.25,virginica
5.73,3.06,3.64,1.21,virginica
5.7,2.72,6.0,1.61,setosa
7.01,3.68,3.24,1.07,versicolor
6.3,3.06,4.88,1.54,virginica
4.98,1.92,4.97,1.11,setosa
7.28,3.14,3.27,2.29,setosa
6.78,2.86,5.67,1.25,virginica
6.27,2.97,-0.66,2.6,virginica
5.62,2.85,1.87,1.41,setosa
5.03,3.32,2.33,1.07,virginica
5.5,3.45,2.47,0.66,setosa
6.67,3.11,4.2,0.33,virginica
7.31,2.86,4.14,0.61,setosa
7.03,2.98,4.29,0.67,virginica
5.41,3.01,4.59,1.44,virginica
4.9,2.68,2.27,0.88,virginica
5.91,3.23,1.87,1.31,versicolor
4.39,3.18,4.29,1.97,virginica
6.06,3.62,2.75,1.15,setosa
5.68,3.5,1.34,2.45,setosa
5.43,2.73,5.16,0.49,versicolor
4.52,3.33,5.79,1.11,versicolor
6.21,2.62,6.04,0.88,versicolor
5.37,3.28,3.98,1.76,virginica
4.86,2.79,4.64,-0.14,virginica
3.5,2.59,5.75,0.33,setosa
5.78,3.11,2.74,1.14,setosa
7.22,1.93,5.37,2.13,virginica
7.13,2.3,4.11,1.34,setosa
5.43,2.93,5.07,0.39,virginica
5.32,3.03,3.98,0.48,versicolor
6.18,2.85,5.64,2.2,virginica
5.0,2.37,4.04,0.83,virginica
6.04,2.67,1.47,0.63,virginica
6.41,3.16,5.88,2.09,setosa
6.78,3.23,2.28,1.81,virginica
5.72,2.99,5.58,1.96,virginica
5.64,3.46,3.56,0.63,virginica
5.1,3.16,5.46,0.28,versicolor
5.14,2.7,5.4,1.28,virginica
5.62,2.89,4.35,1.4,virginica
6.09,2.44,4.46,1.42,virginica
6.53,2.96,4.33,2.09,setosa
5.16,3.44,0.68,0.16,versicolor
6.99,3.27,3.88,1.72,versicolor
5.58,3.56,2.03,0.54,virginica
5.78,2.88,3.96,1.71,virginica
5.2,3.54,1.99,0.92,setosa
3.86,2.92,1.92,0.71,virginica
6.51,3.59,6.11,0.83,setosa
6.39,2.99,5.3,0.33,virginica
5.57,3.28,3.69,1.22,setosa
5.85,3.59,3.98,0.74,versicolor
6.21,2.92,3.33,1.67,virginica
4.55,3.09,4.55,1.58,setosa
5.38,3.52,2.69,2.21,setosa
6.44,2.95,5.19,1.42,virginica
4.8,2.47,3.32,1.51,setosa
6.03,3.86,3.07,2.04,virginica
4.71,2.81,3.73,0.82,virginica
6.17,3.06,2.81,0.31,setosa
5.77,3.46,4.19,1.32,setosa
4.51,2.76,2.89,0.35,setosa
6.73,2.6,4.4,2.67,versicolor
5.21,3.1,5.52,2.07,virginica
5.15,2.28,2.62,2.5,virginica
5.96,2.88,3.5,1.24,versicolor
6.72,3.1,4.39,1.53,versicolor
4.99,2.89,3.05,0.92,setosa
5.85,2.38,4.4,1.73,virginica
6.14,3.64,4.53,0.47,versicolor
6.35,3.04,5.32,-0.33,versicolor
5.94,3.57,2.79,0.73,virginica
5.51,2.9,2.29,0.33,virginica
5.14,2.65,3.24,2.09,virginica
5.87,3.11,2.25,2.29,setosa
4.94,2.91,4.55,0.36,versicolor
3.46,2.53,1.96,1.98,setosa
6.15,3.59,7.2,1.77,virginica
6.52,2.75,5.64,0.26,virginica
3.91,2.26,3.72,0.97,versicolor
4.99,3.53,5.0,0.85,setosa
6.3,2.8,1.24,1.65,setosa
7.45,2.76,7.49,0.46,setosa
5.82,2.29,2.81,1.14,virginica
5.22,3.7,3.52,0.79,versicolor
5.65,2.48,0.92,1.48,setosa
6.9,3.02,4.43,1.07,virginica
5.28,3.37,2.04,0.88,virginica
5.16,3.17,3.85,1.07,setosa
5.41,2.98,2.88,2.42,versicolor
5.04,2.32,2.08,0.95,versicolor
5.9,2.68,2.49,0.58,setosa
7.1,3.08,4.04,1.55,virginica
6.06,2.69,1.78,1.11,virginica
5.6,3.08,2.58,0.35,setosa
5.57,3.27,4.69,2.54,virginica
4.55,3.39,7.6,0.99,virginica
6.51,2.51,4.42,0.97,setosa
5.74,3.88,2.32,1.3,virginica
5.66,3.31,3.15,2.24,setosa
8.35,3.0,3.75,0.19,setosa
6.04,3.44,3.18,1.37,setosa
5.2,3.95,5.05,2.45,virginica
5.46,2.42,4.03,1.28,setosa
6.72,2.91,5.06,0.46,virginica
5.89,2.05,3.23,0.83,setosa
4.65,3.08,5.69,1.32,versicolor
6.54,3.15,3.45,2.0,virginica
5.27,2.98,2.24,1.0,virginica
7.3,2.74,6.97,1.7,virginica
6.66,2.18,0.96,0.34,versicolor
5.44,3.15,2.59,0.33,setosa
6.82,3.58,2.76,0.91,versicolor
5.85,2.76,7.46,2.06,setosa
6.48,3.18,6.41,1.24,setosa
6.19,2.37,5.94,1.37,setosa
5.12,3.18,3.2,1.37,setosa
5.29,2.84,7.34,1.87,setosa
6.62,2.7,4.25,0.83,versicolor
5.53,2.7,5.17,1.61,virginica
5.48,2.84,3.97,0.7,versicolor
5.04,3.15,3.63,2.39,virginica
6.14,2.48,3.32,0.72,virginica
7.45,2.84,3.39,0.67,virginica
4.95,2.98,4.61,1.53,versicolor
5.82,2.56,4.25,1.25,setosa
6.93,3.72,3.65,1.4,setosa
5.74,2.66,5.96,1.34,virginica
6.16,2.73,-0.75,0.55,setosa
4.95,2.61,4.46,2.17,setosa
6.14,3.72,4.78,1.74,versicolor
5.65,3.22,5.42,2.02,setosa
6.59,2.63,3.6,0.88,setosa
6.75,3.44,4.01,1.45,versicolor
7.87,3.08,5.18,1.32,setosa
6.26,3.1,5.94,1.88,virginica
6.06,2.86,3.25,1.9,versicolor
5.96,2.7,4.1,1.32,setosa
5.52,3.14,6.22,0.29,setosa
6.07,2.78,0.51,2.27,versicolor
5.56,3.73,2.66,1.53,virginica
5.93,2.49,5.9,0.83,versicolor
6.85,3.61,5.34,1.44,virginica
4.99,2.96,4.48,0.29,versicolor
6.71,3.12,3.03,1.83,setosa
6.85,3.33,2.38,0.32,versicolor
5.71,2.75,2.81,1.07,versicolor
4.1,3.35,6.02,1.35,virginica
5.31,1.92,2.76,1.82,versicolor
6.84,2.71,3.85,1.26,virginica
5.78,2.63,2.57,1.58,versicolor
5.0,2.5,4.96,1.18,setosa
5.4,2.91,2.89,1.18,versicolor
6.47,3.15,3.55,1.25,setosa
6.24,3.28,1.17,1.09,virginica
5.61,3.1,1.28,0.19,virginica
5.51,2.73,3.71,0.74,virginica
5.49,3.15,1.71,1.35,virginica
5.06,3.05,6.86,1.05,versicolor
7.09,3.37,0.61,1.11,versicolor
5.54,3.31,2.5,1.01,versicolor
6.77,3.01,3.73,0.68,setosa
7.02,2.64,3.15,0.9,versicolor
6.6,2.74,2.04,1.02,setosa
5.45,2.78,2.26,1.2,setosa
6.12,2.87,2.21,1.44,versicolor
5.78,3.11,3.27,1.09,setosa
5.08,3.29,6.63,0.58,virginica
6.06,2.98,3.82,0.36,versicolor
4.86,3.01,5.47,2.76,versicolor
6.75,3.06,4.46,0.52,setosa
5.43,2.79,5.37,0.89,versicolor
5.96,2.63,-0.5,1.51,versicolor
6.03,2.3,3.24,1.42,setosa
5.59,2.72,5.66,1.51,versicolor
6.27,3.19,2.84,0.93,versicolor
5.42,2.72,6.34,1.34,versicolor
6.5,2.9,5.93,1.24,setosa
4.72,3.19,3.0,1.01,versicolor
5.9,3.21,2.95,1.35,versicolor
7.35,2.57,2.18,1.83,versicolor
5.0,3.4,2.76,1.19,virginica
5.26,3.45,1.85,1.19,versicolor
6.21,2.55,4.34,1.84,setosa
5.94,2.67,1.52,1.78,virginica
6.08,3.48,4.61,2.15,setosa
6.19,2.94,4.64,0.15,versicolor
6.31,2.11,1.21,1.74,versicolor
6.69,2.44,6.02,1.56,versicolor
6.13,2.9,4.47,0.67,virginica
5.61,2.53,4.82,1.35,versicolor
6.34,2.83,2.56,1.83,setosa
7.32,3.01,4.63,0.7,virginica
5.69,3.58,5.39,1.47,setosa
5.02,2.88,3.55,1.72,setosa
6.69,3.43,6.7,0.56,setosa
5.7,3.57,3.77,1.11,setosa
4.06,3.57,5.41,1.38,setosa
6.48,3.11,4.14,0.72,versicolor
5.37,2.21,4.58,0.67,setosa
5.73,3.18,1.19,1.12,setosa
6.07,3.42,4.26,1.68,versicolor
5.95,2.97,2.6,1.59,virginica
6.37,3.7,2.43,0.68,versicolor
5.45,3.34,6.32,1.59,virginica
6.21,3.23,3.38,0.7,setosa
5.59,3.43,2.2,0.23,versicolor
6.39,3.13,3.16,0.98,virginica
6.29,2.0,1.75,1.87,virginica
5.05,2.8,5.85,1.59,versicolor
6.67,3.48,2.66,1.2,versicolor
5.37,2.68,4.49,0.95,versicolor
6.45,2.91,5.73,0.97,versicolor
6.09,2.58,2.95,1.27,versicolor
7.27,3.71,4.5,0.56,setosa
5.62,3.67,2.15,0.99,setosa
5.52,2.65,7.37,1.07,versicolor
5.78,3.06,5.1,0.39,versicolor
5.56,2.73,3.41,0.7,setosa
6.44,3.25,2.54,1.45,virginica
4.51,3.2,3.53,1.21,setosa
4.96,3.32,3.19,1.01,versicolor
4.95,3.13,6.63,0.65,virginica
6.56,4.17,1.86,2.15,versicolor
7.17,2.59,3.9,0.7,virginica
5.72,2.32,3.67,1.35,versicolor
5.66,2.84,3.52,0.91,setosa
5.86,2.37,3.54,1.22,versicolor
6.73,2.4,3.53,1.47,setosa
5.06,2.6,5.01,0.38,virginica
5.99,2.63,4.61,1.2,setosa
6.58,2.62,4.33,1.91,virginica
6.2,3.21,-0.85,2.26,versicolor
5.95,2.8,4.15,1.12,setosa
6.6,2.93,1.22,1.23,virginica
3.64,3.36,4.67,2.53,virginica
6.34,2.69,5.91,1.88,virginica
5.28,2.89,2.31,0.83,virginica
4.34,3.15,3.31,0.83,versicolor
6.21,2.22,2.8,1.77,versicolor
6.9,2.05,5.55,0.59,versicolor
5.69,3.14,3.84,1.85,virginica
6.56,3.2,6.29,1.4,versicolor
7.09,3.83,4.32,1.51,virginica
6.85,3.06,4.06,1.05,virginica
7.11,3.33,3.8,0.82,virginica
6.39,2.92,4.93,2.08,setosa
5.86,3.12,1.09,1.05,versicolor
4.52,3.67,3.83,0.95,versicolor
5.6,2.15,3.59,1.15,setosa
5.13,3.17,4.79,1.32,setosa
7.54,3.85,3.42,0.58,setosa
5.66,3.11,2.14,0.86,setosa
5.9,3.66,3.71,0.83,virginica
6.24,2.75,2.08,1.71,versicolor
5.83,2.99,0.81,0.67,versicolor
7.16,3.01,4.79,0.15,versicolor
5.3,2.11,4.57,0.02,virginica
5.96,2.53,4.4,0.32,versicolor
5.21,2.56,5.65,2.02,setosa
4.74,3.33,2.7,1.21,versicolor
5.31,3.35,1.55,1.5,versicolor
5.77,3.13,3.59,1.52,virginica
5.46,3.33,3.18,1.23,setosa
5.25,2.93,2.44,1.16,setosa
4.67,3.48,3.58,1.83,setosa
5.73,3.0,2.78,1.29,versicolor
4.6,3.02,0.95,2.04,setosa
6.41,2.89,3.04,1.57,setosa
5.87,3.27,2.0,0.83,versicolor
4.63,2.83,4.05,0.9,virginica
5.55,3.39,2.72,0.76,versicolor
5.2,2.55,5.37,1.93,virginica
6.06,2.56,6.11,0.96,virginica
6.87,3.27,4.72,0.72,setosa
4.3,2.96,1.37,1.39,setosa
5.89,2.82,5.96,1.14,versicolor
5.67,3.36,6.06,1.38,virginica
6.34,2.76,3.73,2.33,versicolor
5.97,2.92,5.68,1.75,setosa
5.2,3.56,2.87,1.22,virginica
5.54,3.62,0.9,0.35,setosa
5.16,3.63,2.56,0.9,setosa
6.66,2.89,6.29,1.63,setosa
5.82,3.49,1.46,0.5,virginica
7.32,2.62,3.7,2.48,virginica
5.75,2.64,3.75,1.21,setosa
5.23,2.06,2.93,1.23,virginica
4.59,3.67,3.03,0.8,setosa
4.36,2.65,3.81,1.5,setosa
4.53,2.95,2.86,0.51,setosa
6.01,2.64,1.57,2.5,virginica
6.21,3.28,4.02,1.99,versicolor
4.54,2.85,5.31,1.79,versicolor
6.52,2.48,5.0,0.37,virginica
5.41,3.18,2.49,1.32,virginica
5.92,2.43,1.82,1.93,setosa
7.09,2.67,3.27,1.56,setosa
6.52,2.16,6.05,0.6,versicolor
5.59,2.43,4.67,0.81,setosa
5.09,3.07,4.76,0.93,versicolor
4.08,2.21,5.03,0.84,versicolor
5.22,2.41,4.33,2.12,virginica
5.63,3.0,3.88,0.05,virginica
5.01,2.78,4.69,1.59,virginica
5.69,3.8,2.88,0.42,versicolor
5.86,3.73,1.58,0.62,virginica
5.62,2.65,4.78,-0.01,versicolor
5.28,3.22,5.56,0.87,virginica
5.93,3.3,2.02,2.11,versicolor
6.15,2.76,4.93,1.36,setosa
4.93,2.4,6.22,0.48,setosa
6.93,3.0,3.7,1.81,versicolor
5.72,2.93,2.47,1.94,versicolor
5.82,2.83,3.88,1.26,setosa
6.37,3.18,2.87,2.42,versicolor
5.99,2.7,2.77,1.69,versicolor
6.56,2.54,4.35,1.61,setosa
6.03,3.04,1.29,0.72,versicolor
5.31,3.15,1.53,1.58,virginica
6.09,2.53,3.73,1.33,setosa
4.89,3.37,3.67,1.51,virginica
5.89,2.29,4.22,0.79,versicolor
5.77,2.77,6.51,1.28,versicolor
5.63,2.9,3.86,0.71,virginica
5.7,2.75,4.6,-0.09,versicolor
4.29,2.77,2.24,1.8,versicolor
5.36,3.75,4.85,0.3,virginica
5.87,2.66,2.91,1.26,versicolor
5.93,3.98,3.81,1.4,setosa
4.98,3.17,3.54,1.4,virginica
6.81,3.04,5.25,1.03,virginica
5.11,3.19,1.74,1.36,virginica
6.58,4.01,0.28,1.48,virginica
6.14,2.6,3.38,1.64,setosa
5.28,2.55,4.4,2.24,virginica
7.22,2.7,3.93,1.34,virginica
4.85,3.01,5.55,1.24,versicolor
6.54,2.31,4.36,0.66,virginica
6.6,3.01,2.85,1.46,versicolor
5.26,3.68,0.21,1.6,virginica
6.91,3.06,3.34,1.08,virginica
5.6,2.88,5.24,1.53,setosa
6.03,2.75,3.11,1.02,versicolor
6.01,3.36,3.74,1.6,setosa
5.69,2.67,4.33,1.75,versicolor
6.45,3.74,2.18,1.74,virginica
6.43,3.77,4.63,1.27,setosa
4.4,3.1,6.16,0.58,versicolor
6.84,3.0,3.44,0.83,versicolor
4.47,3.41,2.01,1.56,setosa
6.63,3.44,3.6,2.67,versicolor
6.7,2.68,0.36,1.0,virginica
4.93,2.79,4.21,1.47,versicolor
5.47,2.47,4.38,0.87,virginica
4.92,3.16,6.21,0.62,versicolor
5.63,3.27,3.41,0.79,setosa
5.55,2.46,4.31,-0.05,virginica
6.42,2.82,2.41,2.01,versicolor
6.85,2.46,3.17,-0.14,virginica
6.92,2.64,1.41,1.04,setosa
5.35,3.22,3.41,0.49,versicolor
5.63,2.71,3.24,0.67,versicolor
4.45,2.88,4.15,2.03,virginica
5.16,2.35,2.76,1.32,setosa
6.57,3.07,3.83,0.62,setosa
7.09,2.98,3.2,0.85,versicolor
4.81,2.71,3.2,0.74,virginica
5.33,2.92,3.82,1.17,versicolor
5.78,3.07,3.76,1.3,versicolor
6.02,2.67,4.84,2.34,virginica
5.15,2.41,3.52,0.05,setosa
6.14,3.72,3.18,1.18,versicolor
5.42,2.75,3.43,1.01,versicolor
5.79,2.96,2.63,1.77,virginica
6.24,3.4,3.16,1.41,virginica
5.81,4.41,6.75,1.55,versicolor
5.45,2.5,2.33,1.41,setosa
5.71,3.18,3.28,0.64,virginica
5.73,2.72,3.12,1.93,versicolor
5.5,2.78,3.33,1.68,setosa
5.59,2.71,3.2,1.75,virginica
7.08,2.55,4.12,1.96,virginica
6.25,2.98,1.13,1.45,versicolor
5.56,2.41,5.26,2.09,virginica
6.36,3.38,4.65,1.43,versicolor
5.53,3.02,1.84,1.07,virginica
6.74,3.17,0.3,1.2,setosa
6.1,2.81,2.23,1.19,setosa
5.71,2.85,3.34,0.89,virginica
6.16,3.12,7.57,2.18,versicolor
4.54,2.53,4.51,1.38,virginica
4.9,2.86,0.99,1.26,versicolor
4.84,2.66,2.67,1.43,virginica
5.91,2.64,3.62,2.99,setosa
7.19,2.16,4.08,0.52,versicolor
7.59,3.54,1.73,0.69,setosa
6.31,2.73,3.5,0.37,setosa
6.2,3.47,2.62,1.06,setosa
4.36,3.43,2.04,1.35,virginica
5.37,2.49,4.09,0.92,versicolor
5.17,2.56,4.86,0.88,setosa
5.3,4.02,4.96,1.29,versicolor
5.67,3.7,4.56,0.9,versicolor
5.42,2.99,2.95,1.39,setosa
4.22,3.1,4.77,1.87,virginica
6.4,2.75,4.16,1.61,setosa
4.94,3.17,3.9,1.73,setosa
5.99,2.71,2.78,1.85,versicolor
7.46,2.19,2.95,1.37,virginica
5.06,2.47,3.81,1.1,versicolor
3.78,3.01,7.36,0.74,virginica
5.57,2.55,4.15,0.97,setosa
6.68,2.97,2.78,0.89,virginica
7.37,2.57,2.45,1.64,versicolor
4.82,2.69,2.96,1.41,setosa
6.2,3.34,6.97,1.62,virginica
5.43,3.1,3.1,0.5,virginica
5.72,3.0,5.06,2.06,versicolor
7.92,3.35,3.14,0.94,virginica
4.6,3.19,4.09,0.54,setosa
6.0,3.58,4.89,0.94,virginica
6.17,2.82,2.84,2.69,versicolor
6.67,2.83,2.74,0.97,virginica
5.88,2.48,6.19,1.0,setosa
6.05,2.83,5.18,1.08,setosa
5.49,3.39,4.89,1.11,virginica
6.02,3.52,4.88,0.73,virginica
5.53,3.38,4.39,1.29,setosa
6.3,2.28,6.73,1.85,versicolor
5.5,3.43,3.77,1.39,setosa
6.1,2.26,4.57,0.53,virginica
5.78,3.36,1.52,0.99,virginica
6.7,2.85,2.46,0.87,versicolor
5.76,3.28,1.9,1.23,setosa
4.38,2.47,5.61,2.0,setosa
6.81,3.47,-0.13,1.11,versicolor
5.08,2.41,3.1,1.15,setosa
5.28,2.73,-0.79,2.27,versicolor
5.32,2.6,2.45,1.73,setosa
6.9,2.3,2.96,1.54,versicolor
4.09,3.04,5.78,2.37,versicolor
8.31,3.72,4.29,1.49,versicolor
6.64,4.07,2.45,0.01,virginica
5.98,3.04,5.3,1.7,virginica
5.76,3.45,3.73,0.24,virginica
6.03,3.09,3.76,1.47,setosa
6.22,3.2,1.9,0.17,versicolor
6.32,2.86,2.21,0.92,setosa
6.24,3.08,2.46,0.98,setosa
5.87,3.21,3.77,0.74,versicolor
5.64,2.77,3.82,0.99,virginica
5.68,2.97,6.02,1.82,setosa
5.64,2.98,4.28,0.77,setosa
6.71,3.33,-0.36,1.53,setosa
6.27,2.57,4.09,0.62,virginica
3.45,2.98,1.52,1.09,versicolor
6.32,3.76,2.25,1.39,versicolor
5.96,3.47,2.48,0.6,setosa
5.79,3.54,2.7,0.41,versicolor
5.49,3.01,1.64,1.5,virginica
6.7,3.13,4.01,1.87,versicolor
6.56,3.4,1.58,1.15,setosa
5.18,3.62,4.24,0.93,setosa
6.13,2.22,7.06,1.29,versicolor
5.02,2.47,1.71,1.23,setosa
4.7,3.52,3.27,1.35,virginica
5.3,2.89,-0.09,-0.32,virginica
6.49,2.73,3.25,0.56,virginica
6.56,2.5,4.66,0.69,virginica
6.21,2.78,4.78,1.29,setosa
6.38,2.44,3.82,1.31,setosa
6.21,3.84,5.03,1.58,versicolor
5.29,2.99,7.52,1.35,setosa
6.15,2.98,6.27,0.42,versicolor
6.44,3.24,2.92,2.07,setosa
6.4,3.38,1.52,1.96,versicolor
6.75,3.38,3.09,0.45,versicolor
6.37,3.43,2.28,1.4,virginica
6.08,2.75,4.38,0.84,versicolor
6.66,2.88,1.93,1.28,versicolor
5.78,3.31,3.59,1.83,versicolor
5.09,2.79,4.96,2.48,versicolor
5.67,3.0,3.55,1.65,versicolor
5.2,3.16,2.28,1.38,virginica
5.26,3.31,5.46,1.0,versicolor
5.68,2.29,0.88,1.31,versicolor
5.17,3.29,3.21,2.02,versicolor
5.55,2.91,3.64,1.17,setosa
4.29,3.28,3.72,0.67,setosa
5.97,3.31,3.97,0.23,virginica
5.8,3.64,4.62,1.51,versicolor
5.15,3.54,3.65,1.35,versicolor
6.33,3.54,3.15,0.81,setosa
6.55,3.58,3.09,1.82,versicolor
4.51,3.12,2.78,0.95,virginica
5.19,3.01,4.88,1.12,versicolor
5.18,3.35,2.73,1.19,virginica
5.05,3.29,4.97,0.99,setosa
6.46,2.88,3.73,1.34,virginica
5.64,3.16,2.92,1.89,virginica
5.59,2.99,4.63,0.51,virginica
4.2,2.66,2.61,1.49,virginica
6.31,3.52,4.66,1.3,virginica
4.81,3.02,4.02,1.29,virginica
5.85,3.82,2.81,1.72,virginica
6.02,2.35,4.49,1.23,virginica
6.89,2.78,4.52,1.49,virginica
4.75,3.01,5.44,1.63,setosa
3.38,3.45,5.15,0.9,virginica
5.95,3.16,4.44,1.38,virginica
7.24,3.12,2.01,1.05,versicolor
6.79,2.55,7.37,1.12,versicolor
5.97,2.54,1.59,1.01,versicolor
5.41,3.13,5.12,1.48,virginica
6.45,2.45,4.35,1.25,setosa
5.02,2.79,1.94,1.44,setosa
6.18,3.2,3.51,1.19,versicolor
6.2,2.61,3.58,0.24,versicolor
6.65,3.64,5.66,1.22,virginica
8.01,3.49,2.63,1.24,setosa
6.11,2.37,3.31,1.35,setosa
5.39,2.63,0.2,0.84,versicolor
5.78,2.09,6.3,0.48,setosa
4.38,2.69,2.09,1.57,versicolor
5.24,3.31,4.19,1.04,versicolor
5.47,2.83,3.55,1.3,virginica
5.38,3.18,3.55,1.03,versicolor
5.92,2.39,4.91,1.2,virginica
5.14,3.32,6.21,0.93,setosa
6.7,2.78,4.08,0.62,setosa
5.8,3.0,4.68,1.48,versicolor
5.79,2.96,4.19,0.84,versicolor
5.54,2.49,5.23,1.3,virginica
5.92,2.54,3.01,1.45,virginica
6.46,3.39,5.31,0.85,setosa
5.11,3.16,5.37,0.48,setosa
5.27,3.42,5.32,2.66,versicolor
5.56,3.13,2.71,0.88,versicolor
4.72,3.06,3.45,1.57,virginica
5.14,2.31,4.06,2.36,versicolor
